Rank,Release Group,Worldwide,Domestic,Foreign,Filename,Year,Domestic %,Foreign %
569,The Founding of an Army,60600361,0,60600361,2017.csv,2017,0.0,1.0
570,My Little Pony: The Movie,60330833,21885107,38445726,2017.csv,2017,0.3627516132588456,0.6372483867411544
571,The Perfect Guy,60273173,57027435,3245738,2015.csv,2015,0.9461495415215655,0.05385045847843451
572,My Best Summer,60011073,0,60011073,2019.csv,2019,0.0,1.0
573,Forever Young,59981902,149761,59832141,2015.csv,2015,0.0024967697756566637,0.9975032302243433
574,Adrift,59945012,31445012,28500000,2018.csv,2018,0.5245642790095696,0.47543572099043035
575,Miss Granny,59396311,234573,59161738,2015.csv,2015,0.003949285671967069,0.9960507143280329
576,Molly's Game,59284015,28780744,30503271,2017.csv,2017,0.48547224745152634,0.5145277525484736
577,The Devotion of Suspect X,59035664,686435,58349229,2017.csv,2017,0.011627463019641822,0.9883725369803582
578,The Gift,58978653,43787265,15191388,2015.csv,2015,0.742425653566554,0.257574346433446
579,Shock Wave,58815633,0,58815633,2017.csv,2017,0.0,1.0
580,Huo guo ying xiong,58106427,779818,57326609,2016.csv,2016,0.013420511985705126,0.9865794880142948
581,L.O.R.D: Legend of Ravaging Dynasties,58089494,350456,57739038,2016.csv,2016,0.0060330358532646195,0.9939669641467354
582,Nine Lives,57814445,19700032,38114413,2016.csv,2016,0.3407458464748732,0.6592541535251268
583,Goldbuster,57628292,186135,57442157,2017.csv,2017,0.0032299239408310073,0.996770076059169
584,Ready or Not,57615777,28714231,28901546,2019.csv,2019,0.4983744469852416,0.5016255530147584
585,Jade Dynasty,57149764,0,57149764,2019.csv,2019,0.0,1.0
586,The 15:17 to Paris,57076286,36276286,20800000,2018.csv,2018,0.6355754472181319,0.36442455278186814
587,All the Money in the World,56996304,25113707,31882597,2017.csv,2017,0.44061992160053043,0.5593800783994696
588,Zoolander 2,56722693,28848693,27874000,2016.csv,2016,0.5085917377018754,0.4914082622981247
589,You Are My Sunshine,56640000,0,56640000,2015.csv,2015,0.0,1.0
590,Das perfekte Geheimnis,56573047,0,56573047,2019.csv,2019,0.0,1.0
591,The Big Sick,56411585,42873127,13538458,2017.csv,2017,0.7600057151381228,0.2399942848618772
592,A or B,56239049,0,56239049,2018.csv,2018,0.0,1.0
593,The Big Shot,56040681,0,56040681,2019.csv,2019,0.0,1.0
594,Gongjo,55972241,475618,55496623,2017.csv,2017,0.008497390697649572,0.9915026093023505
595,All Eyez on Me,55668698,44922302,10746396,2017.csv,2017,0.806958014358446,0.1930419856415539
596,Hellboy,55064690,21903748,33160942,2019.csv,2019,0.39778209956325916,0.6022179004367408
597,Barbershop: The Next Cut,55030051,54030051,1000000,2016.csv,2016,0.9818281106081476,0.018171889391852464
598,Downsizing,55003890,24449754,30554136,2017.csv,2017,0.44450954287051336,0.5554904571294866
599,Go Brother!,54663060,0,54663060,2018.csv,2018,0.0,1.0
600,Early Man,54622814,8267544,46355270,2018.csv,2018,0.15135697695838227,0.8486430230416178
601,The Age of Shadows,54491162,541719,53949443,2016.csv,2016,0.009941410315309481,0.9900585896846905
602,No Escape,54418872,27288872,27130000,2015.csv,2015,0.5014597141962075,0.4985402858037925
603,I Tonya,53939297,30014539,23924758,2017.csv,2017,0.5564503185868366,0.4435496814131634
604,Peppermint,53918723,35418723,18500000,2018.csv,2018,0.6568909838610235,0.34310901613897643
605,Long Shot,53873809,30316271,23557538,2019.csv,2019,0.5627274470234692,0.4372725529765308
606,1987: When the Day Comes,53833618,0,53833618,2017.csv,2017,0.0,1.0
607,Sinister 2,53329150,27740955,25588195,2015.csv,2015,0.5201837081596088,0.4798162918403912
608,A Chinese Odyssey: Part Three,53306108,0,53306108,2016.csv,2016,0.0,1.0
609,The Outlaws,52946454,0,52946454,2017.csv,2017,0.0,1.0
610,Detective Conan: Sunflowers of Inferno,52920296,0,52920296,2015.csv,2015,0.0,1.0
611,Prem Ratan Dhan Payo,52715771,4364639,48351132,2015.csv,2015,0.08279569694617575,0.9172043030538243
612,Teo-neol,52444295,568876,51875419,2016.csv,2016,0.010847242774452398,0.9891527572255476
613,The Boy Next Door,52425855,35423380,17002475,2015.csv,2015,0.6756853083273511,0.3243146916726489
614,The Night Before,52395996,43047372,9348624,2015.csv,2015,0.8215775113808315,0.17842248861916854
615,Greenland,52300000,0,52300000,2020.csv,2020,0.0,1.0
616,Hollywood Adventures,52265070,0,52265070,2015.csv,2015,0.0,1.0
617,Tolo Tolo,52186426,0,52186426,2020.csv,2020,0.0,1.0
618,Patriots Day,52185751,31886361,20299390,2016.csv,2016,0.6110166163940038,0.3889833836059962
619,My Beloved Bodyguard,52165873,0,52165873,2016.csv,2016,0.0,1.0
620,The Finest Hours,52099090,27569558,24529532,2016.csv,2016,0.5291754232175648,0.47082457678243517
621,Teen Titans GO! To the Movies,52090236,29790236,22300000,2018.csv,2018,0.5718967370391641,0.4281032629608359
622,Yo-kai Watch Movie: It's the Secret of Birth Meow!,51838845,257343,51581502,2015.csv,2015,0.004964288845555876,0.9950357111544441
623,Slender Man,51738549,30569484,21169065,2018.csv,2018,0.5908454061979975,0.4091545938020025
624,Master,51636415,597251,51039164,2016.csv,2016,0.011566469128424194,0.9884335308715758
625,Breaking In,51411620,46840590,4571030,2018.csv,2018,0.9110895552406246,0.08891044475937541
626,Cry Me a Sad River,51400614,0,51400614,2018.csv,2018,0.0,1.0
627,Hot Pursuit,51380201,34580201,16800000,2015.csv,2015,0.6730258022929883,0.3269741977070117
628,Simmba,51329025,5102129,46226896,2018.csv,2018,0.09940046591572702,0.900599534084273
629,Once Upon a Deadpool 2018 Re-release,51247568,6100309,45147259,2018.csv,2018,0.11903606820912946,0.8809639317908705
630,Doraemon the Movie: Nobita and the Birth of Japan,50939840,0,50939840,2016.csv,2016,0.0,1.0
631,Vanguard,50814965,793525,50021440,2020.csv,2020,0.015615970610232635,0.9843840293897673
632,Kingdom,50574061,0,50574061,2019.csv,2019,0.0,1.0
633,The Himalayas,50544493,696717,49847776,2015.csv,2015,0.013784231647154914,0.9862157683528451
634,Breakthrough,50444358,40713082,9731276,2019.csv,2019,0.8070889117074302,0.1929110882925698
635,Just Mercy,50401502,36001502,14400000,2019.csv,2019,0.7142942287711981,0.28570577122880186
636,Uncut Gems,50023780,50023780,0,2019.csv,2019,1.0,0.0
637,Family is Family,49954866,0,49954866,2018.csv,2018,0.0,1.0
638,21 Bridges,49939757,28539757,21400000,2019.csv,2019,0.5714836978481894,0.42851630215181064
639,The Wailing,49851770,786633,49065137,2016.csv,2016,0.015779439727014708,0.9842205602729853
640,The Boy and the Beast,49714378,490643,49223735,2015.csv,2015,0.009869237426645467,0.9901307625733545
641,Demain tout commence,49619118,0,49619118,2016.csv,2016,0.0,1.0
642,Song of Youth,49615508,0,49615508,2019.csv,2019,0.0,1.0
643,Surprise,49567466,0,49567466,2015.csv,2015,0.0,1.0
644,Death Wish,49562710,34017028,15545682,2018.csv,2018,0.6863431801852643,0.3136568198147357
645,The Grudge,49511319,21221803,28289516,2019.csv,2019,0.4286252806151256,0.5713747193848744
646,Entourage,49263404,32363404,16900000,2015.csv,2015,0.6569461582476112,0.34305384175238884
647,Little,48987096,40860481,8126615,2019.csv,2019,0.8341070268790786,0.16589297312092147
648,Never Gone,48980792,96421,48884371,2016.csv,2016,0.0019685471806989156,0.9980314528193011
649,Luck-Key,48913975,466505,48447470,2016.csv,2016,0.00953725392385305,0.9904627460761469
650,Florence Foster Jenkins,48902953,27383770,21519183,2016.csv,2016,0.559961481262696,0.44003851873730404
651,The Woman in Black 2: Angel of Death,48854305,26501323,22352982,2015.csv,2015,0.5424562482262311,0.457543751773769
652,Bleeding Steel,48825526,0,48825526,2017.csv,2017,0.0,1.0
653,Fantasy Island,48811343,27309289,21502054,2020.csv,2020,0.5594865316449088,0.44051346835509114
654,Isn't It Romantic,48791187,48791187,0,2019.csv,2019,1.0,0.0
655,Mother's Day,48782670,32492859,16289811,2016.csv,2016,0.6660738126879894,0.33392618731201057
656,Concussion,48623572,34542474,14081098,2015.csv,2015,0.7104059323325732,0.28959406766742685
657,The Legend of Hei,48507082,0,48507082,2019.csv,2019,0.0,1.0
658,Logan Lucky,48453605,27780977,20672628,2017.csv,2017,0.5733521169374292,0.4266478830625709
659,Boo 2! A Madea Halloween,48333932,47319572,1014360,2017.csv,2017,0.979013501322425,0.020986498677575
660,Sky Hunter,48065601,0,48065601,2017.csv,2017,0.0,1.0
661,Countdown,48021766,25621766,22400000,2019.csv,2019,0.5335448513076341,0.4664551486923659
662,After We Collided,47990414,2386483,45603931,2020.csv,2020,0.04972832699463689,0.9502716730053631
663,From Today It's My Turn: The Movie,47866854,0,47866854,2020.csv,2020,0.0,1.0
664,Midsommar,47863365,27426361,20437004,2019.csv,2019,0.5730136399728686,0.4269863600271314
665,Queen & Slim,47856414,43808310,4048104,2019.csv,2019,0.9154114639680273,0.08458853603197264
666,Phantom Thread,47756590,21198205,26558385,2017.csv,2017,0.4438802058522185,0.5561197941477815
667,Yo-kai Watch Movie: It's the Secret of Birth Meow! 2016 Re-release,47642462,0,47642462,2016.csv,2016,0.0,1.0
668,Inside Men,47616503,0,47616503,2015.csv,2015,0.0,1.0
669,Lie ri zhuo xin,47600000,0,47600000,2015.csv,2015,0.0,1.0
670,47 Meters Down: Uncaged,47582563,22260900,25321663,2019.csv,2019,0.46783734621441053,0.5321626537855895
671,Boonie Bears Winter,47581416,0,47581416,2015.csv,2015,0.0,1.0
672,The Magic Tuche,47427990,0,47427990,2018.csv,2018,0.0,1.0
673,Rough Night,47347283,22105643,25241640,2017.csv,2017,0.466883031070653,0.533116968929347
674,A Monster Calls,47309313,3740823,43568490,2016.csv,2016,0.07907159843982516,0.9209284015601749
675,Golden Job,47287851,285795,47002056,2018.csv,2018,0.006043729921243407,0.9939562700787566
676,Mortdecai,47275695,7696134,39579561,2015.csv,2015,0.16279261468287246,0.8372073853171276
677,Son of Bigfoot,47046281,289308,46756973,2017.csv,2017,0.006149434000957483,0.9938505659990425
678,The New Mutants,46996076,23852659,23143417,2020.csv,2020,0.5075457576500643,0.4924542423499358
679,Trolls World Tour,46885895,0,46885895,2020.csv,2020,0.0,1.0
680,Mary Queen of Scots,46712809,16468499,30244310,2018.csv,2018,0.35254782044899075,0.6474521795510092
681,Uncle Drew,46664414,42469946,4194468,2018.csv,2018,0.9101142039413588,0.08988579605864118
682,Three Seconds,46596415,0,46596415,2017.csv,2017,0.0,1.0
683,Risen,46432579,36880033,9552546,2016.csv,2016,0.7942706133122608,0.20572938668773924
684,Acrimony,46403669,43549096,2854573,2018.csv,2018,0.9384838944523978,0.061516105547602284
685,The Thousand Faces of Dunjia,46263237,124187,46139050,2017.csv,2017,0.002684356047113608,0.9973156439528864
686,Asterix: The Secret of the Magic Potion,46221204,1271953,44949251,2018.csv,2018,0.027518820150163114,0.9724811798498368
687,The Battleship Island,46183383,1104957,45078426,2017.csv,2017,0.023925423566307388,0.9760745764336927
688,Hanson and the Beast,46154323,0,46154323,2017.csv,2017,0.0,1.0
689,Eddie the Eagle,46152800,15789389,30363411,2016.csv,2016,0.342111182853478,0.657888817146522
690,Let's Get Married,45972724,462918,45509806,2015.csv,2015,0.010069405502271303,0.9899305944977287
691,Gintama Live Action the Movie,45746967,0,45746967,2017.csv,2017,0.0,1.0
692,Somewhere Only We Know,45737711,482341,45255370,2015.csv,2015,0.010545805407708313,0.9894541945922917
693,Chasing the Dragon II: Wild Wild Bunch,45733356,196634,45536722,2019.csv,2019,0.004299575128490461,0.9957004248715096
694,McFarland USA,45710059,44482410,1227649,2015.csv,2015,0.9731426949153577,0.026857305084642312
695,Judy,45701880,24313888,21387992,2019.csv,2019,0.5320106743967644,0.4679893256032356
696,Guilty of Mind,45698503,0,45698503,2017.csv,2017,0.0,1.0
697,Bajrangi Bhaijaan 2018 Re-release,45579004,0,45579004,2018.csv,2018,0.0,1.0
698,Hero,45565534,88675,45476859,2015.csv,2015,0.0019460981188105905,0.9980539018811894
699,Tanhaji: The Unsung Warrior,45221814,0,45221814,2020.csv,2020,0.0,1.0
700,Blair Witch,45173154,20777061,24396093,2016.csv,2016,0.4599426686035693,0.5400573313964308
701,Flatliners,45158254,16883115,28275139,2017.csv,2017,0.3738655396198445,0.6261344603801555
702,Boonie Bears: The Big Top Secret,45150390,0,45150390,2016.csv,2016,0.0,1.0
703,Child's Play,44907074,29208403,15698671,2019.csv,2019,0.6504187513976083,0.3495812486023917
704,Still Alice,44779195,18754371,26024824,2015.csv,2015,0.41881885103115407,0.5811811489688459
705,Bad Genius,44560421,0,44560421,2017.csv,2017,0.0,1.0
706,Mother!,44516999,17800004,26716995,2017.csv,2017,0.3998473482006278,0.6001526517993722
707,Unhinged,44331465,20831465,23500000,2020.csv,2020,0.4699024722056896,0.5300975277943104
708,Winchester,44019588,25091816,18927772,2018.csv,2018,0.5700147852360635,0.4299852147639365
709,Wind River,43980821,33800859,10179962,2017.csv,2017,0.7685363354176585,0.23146366458234147
710,Max,43967255,42656255,1311000,2015.csv,2015,0.9701823550276223,0.029817644972377738
711,The End of Endless Love,43950000,0,43950000,2020.csv,2020,0.0,1.0
712,Battle of Memories,43892362,594552,43297810,2017.csv,2017,0.01354568250393998,0.98645431749606
713,Son of a Rich,43833888,0,43833888,2019.csv,2019,0.0,1.0
714,Café Society,43763247,11103205,32660042,2016.csv,2016,0.25371072215002693,0.746289277849973
715,Richard Jewell,43745542,22345542,21400000,2019.csv,2019,0.5108072955182497,0.4891927044817504
716,The DUFF,43709744,34030343,9679401,2015.csv,2015,0.7785527867653491,0.22144721323465083
717,League of Gods,43498766,181633,43317133,2016.csv,2016,0.004175589716728976,0.9958244102832711
718,Harriet,43347017,43082155,264862,2019.csv,2019,0.9938897294824232,0.006110270517576792
719,The Snowman,43155261,6700035,36455226,2017.csv,2017,0.1552541878961177,0.8447458121038823
720,A Shaun the Sheep Movie: Farmageddon,43100248,0,43100248,2019.csv,2019,0.0,1.0
721,Annihilation,43070915,32732301,10338614,2018.csv,2018,0.7599629819798349,0.2400370180201651
722,Gifted,43046590,24801212,18245378,2017.csv,2017,0.5761481223019059,0.42385187769809407
723,The Possession of Hannah Grace,43016528,14837422,28179106,2018.csv,2018,0.3449237465190124,0.6550762534809876
724,Legend,42972994,1872994,41100000,2015.csv,2015,0.04358537364187378,0.9564146263581262
725,The Gallows,42964410,22764410,20200000,2015.csv,2015,0.5298434215668271,0.47015657843317293
726,Train to Busan Presents: Peninsula,42698327,1231407,41466920,2020.csv,2020,0.02883970137752704,0.971160298622473
727,Almost Christmas,42580920,42158780,422140,2016.csv,2016,0.9900861700498721,0.009913829950127897
728,Love the Coopers,42426912,26302731,16124181,2015.csv,2015,0.6199539339558816,0.3800460660441184
729,Loving Vincent,42187665,6735118,35452547,2017.csv,2017,0.15964661708582353,0.8403533829141765
730,The Throne,42165755,0,42165755,2015.csv,2015,0.0,1.0
731,Long Day's Journey Into Night,42140994,521365,41619629,2018.csv,2018,0.01237191984602926,0.9876280801539707
732,Mary and the Witch's Flower,41978431,2418404,39560027,2017.csv,2017,0.05761063342267366,0.9423893665773263
733,Monster Hunter,41955901,15162470,26793431,2020.csv,2020,0.36139064204579946,0.6386093579542005
734,Call Me by Your Name,41887595,18095701,23791894,2017.csv,2017,0.4320062061333433,0.5679937938666567
735,T2 Trainspotting,41681746,2402004,39279742,2017.csv,2017,0.05762724047116452,0.9423727595288355
736,Overlord,41657844,21704844,19953000,2018.csv,2018,0.5210265802522089,0.47897341974779106
737,The Great Battle,41509280,472166,41037114,2018.csv,2018,0.0113749503725432,0.9886250496274568
738,The Lady in the Van,41387687,10021175,31366512,2015.csv,2015,0.24212938017048405,0.757870619829516
739,Ricki and the Flash,41325328,26822144,14503184,2015.csv,2015,0.6490485447568619,0.35095145524313803
740,The Darkest Minds,41142379,12695691,28446688,2018.csv,2018,0.30857940908084097,0.6914205909191591
741,Fist Fight,41087017,32187017,8900000,2017.csv,2017,0.7833865622320549,0.21661343776794503
742,Lost Found,41043552,0,41043552,2018.csv,2018,0.0,1.0
743,Underwater,40882928,17291078,23591850,2020.csv,2020,0.4229412824834855,0.5770587175165145
744,Fighting with My Family,40811919,22958886,17853033,2019.csv,2019,0.5625534540534592,0.43744654594654075
745,The War with Grandpa,40746845,21277892,19468953,2020.csv,2020,0.5221972891398095,0.47780271086019055
746,The Circle,40656399,20497844,20158555,2017.csv,2017,0.504172639588666,0.495827360411334
747,Ocho apellidos catalanes,40591862,0,40591862,2015.csv,2015,0.0,1.0
748,Holmes & Watson,40466970,30573626,9893344,2018.csv,2018,0.7555205146320567,0.24447948536794328
749,The Witch,40423945,25138705,15285240,2016.csv,2016,0.6218765882449128,0.37812341175508724
750,Masquerade Hotel,40396244,0,40396244,2019.csv,2019,0.0,1.0
751,Carol,40272135,12711491,27560644,2015.csv,2015,0.3156398586764769,0.6843601413235231
752,Diary of a Wimpy Kid: The Long Haul,40140972,20738724,19402248,2017.csv,2017,0.5166472799911273,0.48335272000887275
753,The Wild Life,40075446,8005586,32069860,2016.csv,2016,0.19976286726790266,0.8002371327320974
754,Northern Limit Line,40034677,337907,39696770,2015.csv,2015,0.008440357842777151,0.9915596421572228
755,Love O2O,39969537,0,39969537,2016.csv,2016,0.0,1.0
756,Brotherhood of Blades 2,39966092,14204,39951888,2017.csv,2017,0.0003554012736596813,0.9996445987263404
757,The Last Wish,39756292,0,39756292,2019.csv,2019,0.0,1.0
758,Midnight Runners,39730433,0,39730433,2017.csv,2017,0.0,1.0
759,The Forest,39712000,26594261,13117739,2016.csv,2016,0.6696782080983078,0.3303217919016922
760,Intimate Strangers,39576060,0,39576060,2018.csv,2018,0.0,1.0
761,Thugs of Hindostan,39570044,1449848,38120196,2018.csv,2018,0.0366400401273246,0.9633599598726754
762,Uri: The Surgical Strike,39346577,4186168,35160409,2019.csv,2019,0.10639217739322025,0.8936078226067797
763,Absolutely Fabulous: The Movie,39219109,4772155,34446954,2016.csv,2016,0.12167933238870877,0.8783206676112912
764,My Mom Is a Character 2,39195565,0,39195565,2016.csv,2016,0.0,1.0
765,Sink or Swim,39193850,0,39193850,2018.csv,2018,0.0,1.0
766,Show Dogs,39156854,17857020,21299834,2018.csv,2018,0.4560381689499366,0.5439618310500635
767,Masterpiece Mystery: Sherlock: The Abominable Bride,39139204,0,39139204,2016.csv,2016,0.0,1.0
768,Ex-Files 2: The Backup Strikes Back,39108291,0,39108291,2015.csv,2015,0.0,1.0
769,Believer,39047153,365639,38681514,2018.csv,2018,0.009364037372968011,0.990635962627032
770,The Spy Gone North,38844509,500803,38343706,2018.csv,2018,0.012892504317663018,0.987107495682337
771,Criminal,38803993,14708696,24095297,2015.csv,2015,0.3790510940459143,0.6209489059540857
772,On the Basis of Sex,38673750,24622687,14051063,2018.csv,2018,0.6366769966708685,0.36332300332913153
773,Crouching Tiger Hidden Dragon: Sword of Destiny,38659039,0,38659039,2016.csv,2016,0.0,1.0
774,Taxi 5,38598227,0,38598227,2018.csv,2018,0.0,1.0
775,Boruto: Naruto The Movie,38362448,919651,37442797,2015.csv,2015,0.023972688082887723,0.9760273119171122
776,The Lazarus Effect,38356892,25801570,12555322,2015.csv,2015,0.6726710287162996,0.3273289712837005
777,Overcomer,38026103,34746945,3279158,2019.csv,2019,0.9137656046426845,0.08623439535731547
778,Chek dou,37938005,0,37938005,2015.csv,2015,0.0,1.0
779,The King,37886707,0,37886707,2017.csv,2017,0.0,1.0
780,Hell or High Water,37879877,27007844,10872033,2016.csv,2016,0.7129865812394269,0.28701341876057307
781,Mission Milano,37749848,0,37749848,2016.csv,2016,0.0,1.0
782,The Handmaiden,37692886,2006788,35686098,2016.csv,2016,0.05324049742436809,0.9467595025756319
783,Pokémon the Movie: I Choose You!,37552144,2401722,35150422,2017.csv,2017,0.06395698738266449,0.9360430126173355
784,Fat Buddies,37496410,0,37496410,2018.csv,2018,0.0,1.0
785,A Walk in the Woods,37461274,29504281,7956993,2015.csv,2015,0.7875941699153104,0.21240583008468958
786,Sarileru Neekevvaru,37389889,821000,36568889,2020.csv,2020,0.021957807898279665,0.9780421921017204
787,Pain and Glory,37359689,4567338,32792351,2019.csv,2019,0.12225310547954508,0.877746894520455
788,Snowden,37357216,21587519,15769697,2016.csv,2016,0.5778674460109662,0.4221325539890339
789,Home Again,37270721,27020284,10250437,2017.csv,2017,0.7249734718037786,0.27502652819622136
790,A Witness Out of the Blue,37092694,0,37092694,2019.csv,2019,0.0,1.0
791,Till The End Of The World,37013733,118660,36895073,2018.csv,2018,0.003205837141582018,0.9967941628584179
792,2.0,36945969,4152000,32793969,2018.csv,2018,0.11238032490093845,0.8876196750990616
793,Ex Machina,36869414,25442958,11426456,2015.csv,2015,0.6900830590906598,0.3099169409093402
794,The Adventurers,36796816,216556,36580260,2017.csv,2017,0.0058851831093211975,0.9941148168906788
795,New Interpretation Records of the Three Kingdoms,36747486,0,36747486,2020.csv,2020,0.0,1.0
796,Burnt,36606743,13651946,22954797,2015.csv,2015,0.3729352813496683,0.6270647186503318
797,The Intruder,36599361,35419122,1180239,2019.csv,2019,0.9677524697767265,0.03224753022327357
798,The Priests,36577134,185093,36392041,2015.csv,2015,0.005060347265042691,0.9949396527349573
799,Nobunaga Concerto: The Movie,36187594,0,36187594,2016.csv,2016,0.0,1.0
800,The Confidence Man JP: Princess,36109913,0,36109913,2020.csv,2020,0.0,1.0
801,Nothing to Lose,36075317,1016188,35059129,2018.csv,2018,0.028168512005036575,0.9718314879949634
802,T-34,35950901,0,35950901,2018.csv,2018,0.0,1.0
803,The New Adventures of Aladdin,35771820,0,35771820,2015.csv,2015,0.0,1.0
804,Heidi,35755670,0,35755670,2015.csv,2015,0.0,1.0
805,Tad the Lost Explorer and the Secret of King Midas,35704046,5874,35698172,2017.csv,2017,0.00016451916962016014,0.9998354808303799
806,Hostiles,35669017,29819114,5849903,2017.csv,2017,0.835994835517895,0.164005164482105
807,The Queen's Corgi,35515687,0,35515687,2019.csv,2019,0.0,1.0
808,Mia and the White Lion,35487190,399471,35087719,2018.csv,2018,0.011256766173934877,0.9887432338260651
809,Room,35401758,14677654,20724104,2015.csv,2015,0.4146024047732319,0.5853975952267682
810,Namiya,35351623,70814,35280809,2017.csv,2017,0.0020031329254670996,0.997996867074533
811,Eye in the Sky,35259653,18704595,16555058,2016.csv,2016,0.5304815393390286,0.46951846066097136
812,Les Tuche 2: The American Dream,35210425,0,35210425,2016.csv,2016,0.0,1.0
813,Destiny: The Tale of Kamakura,35166640,0,35166640,2017.csv,2017,0.0,1.0
814,The Girl in the Spider's Web,35164920,14841338,20323582,2018.csv,2018,0.42204953118050603,0.577950468819494
815,The Liquidator,35046130,0,35046130,2017.csv,2017,0.0,1.0
816,The Hate U Give,34934009,29719483,5214526,2018.csv,2018,0.8507321046376326,0.14926789536236737
817,Lost and Love,34930177,188817,34741360,2015.csv,2015,0.005405555202311171,0.9945944447976889
818,Secret in Their Eyes,34854990,20180155,14674835,2015.csv,2015,0.578974631752871,0.42102536824712905
819,Dad Where Are We Going 2,34840000,0,34840000,2015.csv,2015,0.0,1.0
820,Kidnap,34814102,30971040,3843062,2017.csv,2017,0.8896119164584513,0.11038808354154876
821,Doraemon: Nobita and the Space Heroes,34811747,0,34811747,2015.csv,2015,0.0,1.0
822,The Man Standing Next,34664900,113527,34551373,2020.csv,2020,0.003274984205925879,0.9967250157940741
823,R.A.I.D. Special Unit,34598750,0,34598750,2017.csv,2017,0.0,1.0
824,Steve Jobs,34441873,17766658,16675215,2015.csv,2015,0.515844710303647,0.484155289696353
825,My Mom is a Character 3,34360029,0,34360029,2020.csv,2020,0.0,1.0
826,Warrior of the Hornor,34291831,0,34291831,2019.csv,2019,0.0,1.0
827,Victor Frankenstein,34227298,5775076,28452222,2015.csv,2015,0.16872719546836562,0.8312728045316343
828,The House,34184504,25584504,8600000,2017.csv,2017,0.748424022767743,0.25157597723225705
829,The Battle: Roar to Victory,34148707,0,34148707,2019.csv,2019,0.0,1.0
830,The Bad Guys: The Movie,34024386,166972,33857414,2019.csv,2019,0.004907421400638942,0.9950925785993611
831,The Witness,33963557,418063,33545494,2015.csv,2015,0.012309164202088727,0.9876908357979113
832,The Good Liar,33856058,17156058,16700000,2019.csv,2019,0.5067352495674482,0.49326475043255186
833,The Art of Racing in the Rain,33766787,26395642,7371145,2019.csv,2019,0.7817042823766442,0.21829571762335576
834,I Want to Eat Your Pancreas,33748006,277019,33470987,2017.csv,2017,0.008208455338072419,0.9917915446619275
835,Deliver Us from Evil,33718703,0,33718703,2020.csv,2020,0.0,1.0
836,Nobody's Fool,33705333,31713110,1992223,2018.csv,2018,0.9408929441521909,0.05910705584780901
837,Bloodshot,33542457,12561824,20980633,2020.csv,2020,0.37450518308781017,0.6254948169121898
838,Doraemon the Movie: Nobita's New Dinosaur,33479893,0,33479893,2020.csv,2020,0.0,1.0
839,Perfect Strangers,33262366,1014507,32247859,2017.csv,2017,0.03050014541960124,0.9694998545803988
840,Project Almanac,33213241,22348241,10865000,2015.csv,2015,0.6728714310054836,0.32712856899451637
841,Bharat,33185983,2971549,30214434,2019.csv,2019,0.08954229259986062,0.9104577074001394
842,Baaghi 2,33139063,1319579,31819484,2018.csv,2018,0.039819442088631175,0.9601805579113688
843,Sleepless,32917353,20783704,12133649,2017.csv,2017,0.6313905009312262,0.3686094990687738
844,Brightburn,32893421,17300439,15592982,2019.csv,2019,0.5259543846169117,0.4740456153830883
845,Hindi Medium,32841493,0,32841493,2017.csv,2017,0.0,1.0
846,Fly Me to the Saitama,32802347,0,32802347,2019.csv,2019,0.0,1.0
847,Steel Rain,32783733,0,32783733,2017.csv,2017,0.0,1.0
848,C'est la vie!,32764243,0,32764243,2017.csv,2017,0.0,1.0
849,The Hurricane Heist,32517248,6115825,26401423,2018.csv,2018,0.18807941557661953,0.8119205844233804
850,UglyDolls,32450241,20150241,12300000,2019.csv,2019,0.6209581309426947,0.3790418690573053
851,The House That Never Dies: Reawakening,32433588,0,32433588,2017.csv,2017,0.0,1.0
852,Stuber,32390945,22370452,10020493,2019.csv,2019,0.6906390659488323,0.3093609340511677
853,Hit Me Anyone One More Time!,32333512,0,32333512,2019.csv,2019,0.0,1.0
854,Somewhere Winter,32218990,0,32218990,2019.csv,2019,0.0,1.0
855,The Kid Who Would Be King,32140970,16790790,15350180,2019.csv,2019,0.5224108046521309,0.4775891953478691
856,Two Tigers,32001580,0,32001580,2019.csv,2019,0.0,1.0
857,Os Dez Mandamentos - O Filme,31998251,0,31998251,2016.csv,2016,0.0,1.0
858,Dilwale,31994323,4871263,27123060,2015.csv,2015,0.15225397955756087,0.8477460204424391
859,Suffragette,31972096,4702420,27269676,2015.csv,2015,0.1470788777814254,0.8529211222185746
860,All About Me,31920159,0,31920159,2018.csv,2018,0.0,1.0
861,Bounty Hunters,31918573,0,31918573,2016.csv,2016,0.0,1.0
862,Bad Times at the El Royale,31882724,17839115,14043609,2018.csv,2018,0.5595229253309724,0.44047707466902764
863,Self/less,31807156,12279691,19527465,2015.csv,2015,0.38606692783221486,0.6139330721677851
864,Hunter Killer,31672678,15767460,15905218,2018.csv,2018,0.49782528651350544,0.5021747134864946
865,Ae Dil Hai Mushkil,31668920,4264983,27403937,2016.csv,2016,0.1346740905594507,0.8653259094405493
866,Anna,31626978,7743794,23883184,2019.csv,2019,0.2448477372703772,0.7551522627296228
867,Super Troopers 2,31626386,30617396,1008990,2018.csv,2018,0.9680965760678442,0.03190342393215589
868,Harry Potter and the Sorcerer's Stone 2020 Re-release,31501815,0,31501815,2020.csv,2020,0.0,1.0
869,Assassination Classroom: The Graduation,31352921,0,31352921,2016.csv,2016,0.0,1.0
870,Perfect Strangers,31254929,0,31254929,2016.csv,2016,0.0,1.0
